building,code,description,title,days,credits,time,instructor,school,collegeId,department
ARR,EECS24816,no description available,Directed Study,-------,1.00-4.00,ARR,Bond,,2,
ARR,EECS25200,no description available,Directed Study,-------,1.00-4.00,ARR,Corso,,2,
ARR,EECS21228,no description available,Directed Study,-------,1.00-4.00,ARR,Whitaker,,2,
ARR,EECS25346,no description available,Directed Study,-------,1.00-4.00,ARR,Tsang,,2,
ARR,EECS26637,no description available,Directed Study,-------,1.00-4.00,ARR,Jenkins,,2,
ARR,EECS21230,no description available,Directed Study,-------,1.00-4.00,ARR,Cain,,2,
ARR,EECS26638,no description available,Directed Study,-------,1.00-4.00,ARR,Lasecki,,2,
ARR,EECS26639,no description available,Directed Study,-------,1.00-4.00,ARR,Koutra,,2,
ARR,EECS21231,no description available,Directed Study,-------,1.00-4.00,ARR,Peikert,,2,
ARR,EECS21232,no description available,Directed Study,-------,1.00-4.00,ARR,Volkovich,,2,
ARR,EECS21233,no description available,Directed Study,-------,1.00-4.00,ARR,Ganago,,2,
ARR,EECS21234,no description available,Directed Study,-------,1.00-4.00,ARR,Gilchrist,,2,
ARR,EECS21235,no description available,Directed Study,-------,1.00-4.00,ARR,Anastasopoulos,,2,
ARR,EECS29914,no description available,Directed Study,-------,1.00-4.00,ARR,Johnson-Roberson,,2,
ARR,EECS21236,no description available,Directed Study,-------,1.00-4.00,ARR,Sylvester,,2,
ARR,EECS21237,no description available,Directed Study,-------,1.00-4.00,ARR,Blaauw,,2,
ARR,EECS21238,no description available,Directed Study,-------,1.00-4.00,ARR,Mahlke,,2,
ARR,EECS21239,no description available,Directed Study,-------,1.00-4.00,ARR,Mortazawi,,2,
ARR,EECS21240,no description available,Directed Study,-------,1.00-4.00,ARR,Pradhan,,2,
ARR,EECS21241,no description available,Directed Study,-------,1.00-4.00,ARR,Flynn,,2,
ARR,EECS21242,no description available,Directed Study,-------,1.00-4.00,ARR,Phillips,,2,
ARR,EECS21243,no description available,Directed Study,-------,1.00-4.00,ARR,Gianchandani,,2,
ARR,EECS21244,no description available,Directed Study,-------,1.00-4.00,ARR,Galvanauskas,,2,
ARR,EECS29977,no description available,Directed Study,-------,1.00-4.00,ARR,Mahdavifar,,2,
ARR,EECS21245,no description available,Directed Study,-------,1.00-4.00,ARR,Ackerman,,2,
ARR,EECS21246,no description available,Directed Study,-------,1.00-4.00,ARR,Dorf,,2,
ARR,EECS21247,no description available,Directed Study,-------,1.00-4.00,ARR,Flinn,,2,
ARR,EECS21248,no description available,Directed Study,-------,1.00-4.00,ARR,Baveja,,2,
ARR,EECS21249,no description available,Directed Study,-------,1.00-4.00,ARR,Polk,,2,
ARR,EECS21250,no description available,Directed Study,-------,1.00-4.00,ARR,Abney,,2,
ARR,EECS21251,no description available,Directed Study,-------,1.00-4.00,ARR,Ruf,,2,
ARR,EECS21252,no description available,Directed Study,-------,1.00-4.00,ARR,Shi,,2,
ARR,EECS21253,no description available,Directed Study,-------,1.00-4.00,ARR,Merlin,,2,
ARR,EECS21254,no description available,Directed Study,-------,1.00-4.00,ARR,Zhang,,2,
ARR,EECS21403,no description available,Directed Study,-------,1.00-4.00,ARR,Peterson,,2,
ARR,EECS21229,no description available,Directed Study,-------,1.00-4.00,ARR,Moghaddam,,2,
1250 USB,EECS31818,no description available,Prog for Sci&Eng,M---F--,3,4-530PM,Morgan,,2,
2166 DOW,EECS10428,no description available,M-Wave Circ I,-T-TH---,4,3-430PM,Mortazawi,,2,
3341 EECS,EECS10431,no description available,M-Wave Circ I,M------,4,530-830PM,,,2,
3341 EECS,EECS10429,no description available,M-Wave Circ I,---TH---,4,9-12PM,,,2,
3341 EECS,EECS18030,no description available,M-Wave Circ I,---TH---,4,530-830PM,,,2,
1311 EECS,EECS16969,no description available,Monolith Ampl Circ,M-W----,4,1130-1PM,Afshari,,2,
ARR,EECS17052,no description available,Monolith Ampl Circ,M------,4,6-9PM,,,2,
ARR,EECS17053,no description available,Monolith Ampl Circ,-T-----,4,3-6PM,,,2,
ARR,EECS22183,no description available,Monolith Ampl Circ,--W----,4,6-9PM,,,2,
1690 BEYSTER,EECS16475,no description available,Intro to MEMS,-T-TH---,4,130-3PM,Yoon,,2,
1005 EECS,EECS16476,no description available,Intro to MEMS,----F--,4,130-230PM,,,2,
1024 FXB,EECS27209,no description available,Electrical Biophys,-T-TH---,4,10-12PM,Bruns,,2,
2150 DOW,EECS21845,no description available,Power Electronics,M-W----,4,3-430PM,Avestruz,,2,
3437 EECS,EECS21846,no description available,Power Electronics,---TH---,4,3-6PM,,,2,
3437 EECS,EECS21847,no description available,Power Electronics,----F--,4,3-6PM,,,2,
1012 EECS,EECS10432,no description available,Prop of Transistors,M-W----,4,930-11AM,Phillips,,2,
1012 EECS,EECS18443,no description available,Prop of Transistors,M-W----,4,11-1130AM,,,2,
1012 EECS,EECS19106,no description available,Sol State Dev Lab,-T-TH---,4,1030-12PM,Kanicki,,2,
EECS LNF,EECS19107,no description available,Sol State Dev Lab,-T-----,4,1230-330PM,,,2,
EECS LNF,EECS19110,no description available,Sol State Dev Lab,--W----,4,9-12PM,,,2,
EECS LNF,EECS19111,no description available,Sol State Dev Lab,---TH---,4,1230-330PM,,,2,
EECS LNF,EECS19112,no description available,Sol State Dev Lab,----F--,4,9-12PM,,,2,
EECS LNF,EECS26578,no description available,Sol State Dev Lab,M------,4,930-1230PM,,,2,
1123 LBME,EECS10433,no description available,VLSI Design I,M-W----,4,10-1130AM,Zhang,,2,
1014 DOW,EECS10434,no description available,VLSI Design I,-T-----,4,530-630PM,,,2,
151 CHRYS,EECS24325,no description available,Princ of Photonics,M-W----,4,330-5PM,Rand,,2,
ARR,EECS24326,no description available,Princ of Photonics,M-W----,4,5-530PM,,,2,
ARR,EECS32257,no description available,Princ of Photonics,M-W----,4,3-430PM,Rand,,2,
1045 GGBL,EECS31813,no description available,Adv Lasers Lab,--W-F--,4,12-1PM,Deotare,,2,
ARR,EECS31815,no description available,Adv Lasers Lab,--W----,4,130-530PM,,,2,
ARR,EECS31816,no description available,Adv Lasers Lab,---TH---,4,130-530PM,,,2,
ARR,EECS31817,no description available,Adv Lasers Lab,----F--,4,130-530PM,,,2,
1121 LBME,EECS22110,no description available,Mbl App Dev Entrprnr,M-W----,4,3-430PM,Soloway,,2,
1121 LBME,EECS24450,no description available,Mbl App Dev Entrprnr,M-W----,4,430-6PM,Soloway,,2,
1311 EECS,EECS31991,no description available,Mbl App Dev Entrprnr,M-W----,4,830-10AM,Jamin,,2,
1311 EECS,EECS31992,no description available,Mbl App Dev Entrprnr,M-W----,4,10-1130AM,Jamin,,2,
1012 FXB,EECS31945,no description available,Mbl App Dev Entrprnr,----F--,4,1030-1130AM,,,2,
1018 DOW,EECS31946,no description available,Mbl App Dev Entrprnr,----F--,4,1130-1230PM,,,2,
1006 DOW,EECS31993,no description available,Mbl App Dev Entrprnr,----F--,4,930-1030AM,,,2,
1018 DOW,EECS31994,no description available,Mbl App Dev Entrprnr,----F--,4,1030-1130AM,,,2,
G906 COOL,EECS19976,no description available,Computer Vision,-T-TH---,4,3-430PM,,,2,
1311 EECS,EECS19977,no description available,Computer Vision,--W----,4,330-430PM,,,2,
1017 DOW,EECS28930,no description available,Computer Vision,--W----,4,130-230PM,,,2,
ARR,EECS23715,no description available,Senior ThesisL,-------,3,ARR,,,2,
ARR,EECS23719,no description available,Senior ThesisL,-------,3,ARR,Wellman,,2,
ARR,EECS28752,no description available,Senior ThesisL,-------,3,ARR,Halderman,,2,
ARR,EECS23976,no description available,Senior ThesisL,-------,3,ARR,Kieras,,2,
ARR,EECS26458,no description available,Senior ThesisL,-------,3,ARR,Corso,,2,
ARR,EECS29915,no description available,Senior ThesisL,-------,3,ARR,Johnson-Roberson,,2,
ARR,EECS29978,no description available,Senior ThesisL,-------,3,ARR,Mahdavifar,,2,
ARR,EECS26519,no description available,Senior ThesisL,-------,3,ARR,Baveja,,2,
2505 GGBL,EECS27999,no description available,Intro Machine Learn,M-W----,4,430-6PM,Wiens,,2,
1006 DOW,EECS23708,no description available,Intro Machine Learn,----F--,4,1130-1230PM,,,2,
1017 DOW,EECS26157,no description available,Intro Machine Learn,---TH---,4,430-530PM,,,2,
1303 EECS,EECS26158,no description available,Intro Machine Learn,----F--,4,130-230PM,,,2,
1005 DOW,EECS10437,no description available,DSP Design Lab,-T-TH---,4,1030-12PM,Wakefield,,2,
4341 EECS,EECS10438,no description available,DSP Design Lab,--W----,4,330-630PM,,,2,
4341 EECS,EECS17437,no description available,DSP Design Lab,-T-----,4,330-630PM,,,2,
1003 EECS,EECS10440,no description available,Digital Comm Signal,M-W----,4,9-1030AM,Stark,,2,
1003 EECS,EECS19811,no description available,Digital Comm Signal,----F--,4,930-1030AM,,,2,
1013 DOW,EECS10441,no description available,Biomed Instrum Des,M------,4,4-6PM,"Fan, Claflin",,2,
1105 LBME,EECS10442,no description available,Biomed Instrum Des,-T-TH---,4,230-530PM,"Fan, Claflin, Aref",,2,
1105 LBME,EECS10443,no description available,Biomed Instrum Des,-T-TH---,4,630-930PM,"Claflin, Fan, Castle",,2,
1105 LBME,EECS16894,no description available,Biomed Instrum Des,-T-TH---,4,930-1230PM,"Fan, Claflin, Alavi",,2,
1105 LBME,EECS19915,no description available,Biomed Instrum Des,M-W----,4,630-930PM,"Claflin, Fan, Smith",,2,
1500 EECS,EECS10444,no description available,Con Sys Anlys&Des,M-W----,4,130-3PM,,,2,
1311 EECS,EECS17892,no description available,Con Sys Anlys&Des,-T-----,4,5-6PM,,,2,
1200 EECS,EECS25127,no description available,Con Sys Anlys&Des,-T-----,4,3-4PM,,,2,
1500 EECS,EECS16489,no description available,Embedded Control,-T-TH---,4,12-130PM,Freudenberg,,2,
4342 EECS,EECS16490,no description available,Embedded Control,M------,4,11-2PM,,,2,
4342 EECS,EECS17374,no description available,Embedded Control,M------,4,3-6PM,,,2,
4342 EECS,EECS17375,no description available,Embedded Control,-T-----,4,2-5PM,,,2,
4342 EECS,EECS17398,no description available,Embedded Control,--W----,4,11-2PM,,,2,
4342 EECS,EECS18164,no description available,Embedded Control,---TH---,4,2-5PM,,,2,
4342 EECS,EECS22997,no description available,Embedded Control,--W----,4,3-6PM,,,2,
4342 EECS,EECS32823,no description available,Embedded Control,-T-----,4,8-11AM,,,2,
4342 EECS,EECS32824,no description available,Embedded Control,----F--,4,12-3PM,,,2,
1008 EECS,EECS26108,no description available,Power Sys Deg&Oper,--W----,4,830-1030AM,Hiskens,,2,
3433 EECS,EECS26108,no description available,Power Sys Deg&Oper,----F--,4,9-11AM,,,2,
1303 EECS,EECS10445,no description available,Comp Architec,M-W----,4,3-430PM,Dreslinski Jr,,2,
1620 BEYSTER,EECS10446,no description available,Comp Architec,----F--,4,10-12PM,,,2,
1620 BEYSTER,EECS16986,no description available,Comp Architec,----F--,4,1230-230PM,,,2,
1010 DOW,EECS24630,no description available,Adv Embedded Sys,-T-TH---,4,1030-12PM,Brehob,,2,
2334 EECS,EECS24631,no description available,Adv Embedded Sys,---TH---,4,3-6PM,,,2,
2334 EECS,EECS24632,no description available,Adv Embedded Sys,----F--,4,9-12PM,,,2,
2334 EECS,EECS24814,no description available,Adv Embedded Sys,--W----,4,630-930PM,,,2,
1017 DOW,EECS23474,no description available,Intro to Algorithms,-T-TH---,4,12-130PM,Pettie,,2,
1500 EECS,EECS23475,no description available,Intro to Algorithms,----F--,4,930-1030AM,,,2,
1014 DOW,EECS25187,no description available,Intro to Algorithms,----F--,4,1130-1230PM,,,2,
1303 EECS,EECS32259,no description available,Logic Ckt Syn&Opt,-T-TH---,4,12-130PM,Hayes,,2,
1500 EECS,EECS32260,no description available,Logic Ckt Syn&Opt,----F--,4,1130-1230PM,,,2,
1010 DOW,EECS23476,no description available,Software Engin,M-W----,4,12-130PM,Chesney,,2,
1690 BEYSTER,EECS23477,no description available,Software Engin,----F--,4,11-12PM,,,2,
1014 DOW,EECS23522,no description available,Software Engin,----F--,4,1-2PM,,,2,
1500 EECS,EECS25852,no description available,Intro Oper System,-T-TH---,4,130-3PM,Kapritsos,,2,
1013 DOW,EECS16470,no description available,Intro Oper System,-T-TH---,4,3-430PM,Chen,,2,
1010 DOW,EECS10449,no description available,Intro Oper System,----F--,4,930-1030AM,,,2,
1005 DOW,EECS10450,no description available,Intro Oper System,----F--,4,1130-1230PM,,,2,
1003 EECS,EECS10451,no description available,Intro Oper System,----F--,4,130-230PM,,,2,
3150 DOW,EECS22125,no description available,Intro Oper System,----F--,4,1230-130PM,,,2,
1003 EECS,EECS23704,no description available,Intro Oper System,----F--,4,230-330PM,,,2,
2150 DOW,EECS24578,no description available,Intro Oper System,----F--,4,1030-1130AM,,,2,
3150 DOW,EECS26531,no description available,Intro Oper System,----F--,4,330-430PM,,,2,
AUD CHRYS,EECS10452,no description available,Database Mgt Syst,M-W----,4,9-1030AM,Jagadish,,2,
3150 DOW,EECS10453,no description available,Database Mgt Syst,----F--,4,1030-1130AM,,,2,
1005 DOW,EECS21395,no description available,Database Mgt Syst,----F--,4,1230-130PM,,,2,
1014 DOW,EECS22717,no description available,Database Mgt Syst,----F--,4,230-330PM,,,2,
1005 DOW,EECS23825,no description available,Database Mgt Syst,----F--,4,130-230PM,,,2,
3150 DOW,EECS24579,no description available,Database Mgt Syst,----F--,4,930-1030AM,,,2,
1610 IOE,EECS24437,no description available,Web Systems,M-W----,4,3-430PM,"DeOrio, Flinn",,2,
AUD CHRYS,EECS23478,no description available,Web Systems,M-W----,4,430-6PM,"Flinn, DeOrio",,2,
1014 DOW,EECS23479,no description available,Web Systems,----F--,4,1030-1130AM,,,2,
1010 DOW,EECS23523,no description available,Web Systems,----F--,4,1230-130PM,,,2,
3150 DOW,EECS23524,no description available,Web Systems,----F--,4,230-330PM,,,2,
2150 DOW,EECS23525,no description available,Web Systems,---TH---,4,430-530PM,,,2,
1690 BEYSTER,EECS24580,no description available,Web Systems,---TH---,4,330-430PM,,,2,
1024 FXB,EECS24848,no description available,Web Systems,----F--,4,1130-1230PM,,,2,
1012 FXB,EECS26301,no description available,Web Systems,----F--,4,130-230PM,,,2,
1014 DOW,EECS26302,no description available,Web Systems,----F--,4,330-430PM,,,2,
3150 DOW,EECS26303,no description available,Web Systems,----F--,4,430-530PM,,,2,
1017 DOW,EECS28050,no description available,Prog Lang,-T-TH---,4,3-430PM,Kamil,,2,
1018 DOW,EECS28052,no description available,Prog Lang,----F--,4,1230-130PM,,,2,
1024 FXB,EECS31935,no description available,Prog Lang,----F--,4,130-230PM,,,2,
1670 BEYSTER,EECS10454,no description available,Intro Art Intell,-T-TH---,4,1030-12PM,Kuipers,,2,
1014 DOW,EECS10455,no description available,Intro Art Intell,---TH---,4,1230-130PM,,,2,
1018 DOW,EECS14535,no description available,Intro Art Intell,----F--,4,930-1030AM,,,2,
1311 EECS,EECS21537,no description available,Intro Art Intell,----F--,4,1130-1230PM,,,2,
1670 BEYSTER,EECS25922,no description available,User Interface Dev,-T-TH---,4,430-6PM,Ackerman,,2,
1010 DOW,EECS25923,no description available,User Interface Dev,-T-----,4,6-7PM,,,2,
1010 DOW,EECS25924,no description available,User Interface Dev,---TH---,4,6-7PM,,,2,
1018 DOW,EECS28455,no description available,User Interface Dev,----F--,4,130-230PM,,,2,
1017 DOW,EECS10456,no description available,Comp Game Design,M-W----,4,230-430PM,,,2,
